"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"121","Appartamento via Monsignor Letterio d'Arrigo, Garibaldi, Messina","1250.0","5+","218.0","nan","1"
"122","Appartamento via Pozzo Leone, 5, Centro Storico, Messina","1000.0","5","180.0","2","1"
"123","Monolocale ottimo stato, piano rialzato, Messina","500.0","nan","30.0","nan","1"
"124","Open space via Giacomo Venezian, Centro Storico, Messina","750.0","nan","50.0","nan","1"
"125","Bilocale viale Principe Umberto 89, Principe Umberto, Messina","550.0","2","50.0","nan","1"
"126","Mansarda buono stato, 40 m², Faro Superiore - Sperone, Messina","320.0","2","40.0","nan","1"
"127","Bilocale Strada Statale Tono, Acqualadrone - Spartà, Messina","nan","2","50.0","nan","1"
"128","Quadrilocale via Ducezio, 70, Gravitelli, Messina","nan","4","140.0","2","1"
"129","Trilocale via Garibaldi 126, Centro Storico, Messina","1000.0","3","100.0","2","1"
"130","Bilocale via Marina Orto Liuzzo 8/13, Ortoliuzzo - San Saba, Messina","1400.0","2","51.0","nan","1"
"131","Appartamento viale Cadorna 30, Tirone, Messina","300.0","5","169.0","2","1"
"132","Bilocale via Antonio Salandra, Quartiere Americano, Messina","500.0","2","60.0","nan","1"
"133","Appartamento via Tommaso Cannizzaro 200, Centro Storico, Messina","650.0","5","130.0","nan","1"
"134","Quadrilocale via Ducezio 70, Gravitelli, Messina","nan","4","140.0","2","1"
"135","Quadrilocale via La Farina ,, Quartiere Americano, Messina","550.0","4","100.0","nan","1"
"136","Monolocale fondachello, Messina","1000.0","nan","35.0","nan","1"
"137","Appartamento via Uberto Bonino 21, Gazzi, Messina","700.0","5","100.0","2","1"
"138","Monolocale via Torino, La Farina - Stazione, Messina","350.0","nan","35.0","nan","1"
"139","Trilocale viale Europa, 64, San Martino, Messina","380.0","3","70.0","nan","1"
"140","Appartamento via XXIV Maggio ,, Centro Storico, Messina","1200.0","5+","180.0","nan","1"
"141","Villa bifamiliare, buono stato, 150 m², Faro Superiore - Sperone, Messina","750.0","4","150.0","2","1"
"142","Trilocale 70 m², Tirone, Messina","350.0","3","70.0","nan","1"
"143","Appartamento piazza Basicò ,, Centro Storico, Messina","nan","5+","800.0","nan","1"
"144","Quadrilocale viale dei Tigli 10, Litoranea - Panoramica, Messina","200.0","4","130.0","2","1"
"145","Quadrilocale via Palermo 503, Giostra, Messina","500.0","4","118.0","2","1"
"146","Mansarda Contrada Mortelle 26, Torre Faro, Messina","nan","3","75.0","nan","1"
"147","Bilocale Contrada Ponte Schiavo 294, Santa Margherita - Santo Stefano, Messina","400.0","2","68.0","nan","1"
"148","Bilocale piazza Donato 17, Ganzirri, Messina","1500.0","2","50.0","nan","1"
"149","Bilocale via Risorgimento 38, San Martino, Messina","550.0","2","40.0","nan","1"
"150","Appartamento via 24 Maggio, Centro Storico, Messina","1350.0","5+","170.0","nan","1"
"151","Trilocale via Panoramica dello Stretto 1330, Litoranea - Panoramica, Messina","700.0","3","110.0","2","5"
"152","Bilocale via Marco Polo 10, Minissale, Messina","450.0","2","65.0","nan","5"
"153","Terratetto unifamiliare Strada Statale Spartà, Acqualadrone - Spartà, Messina","2500.0","3","87.0","2","5"
"154","Trilocale via Primo Palazzo 136, Torre Faro, Messina","2600.0","3","100.0","2","5"
"155","Trilocale via Noviziato Casazza 71, Viale Italia - Montepiselli, Messina","400.0","3","110.0","nan","5"
"156","Bilocale via Acqua del Conte 6, Tirone, Messina","540.0","2","70.0","nan","5"
"157","Trilocale via Eduardo Giacomo Boner 48, Garibaldi, Messina","690.0","3","130.0","2","5"
"158","Quadrilocale via Gelone 7, Viale Italia - Montepiselli, Messina","520.0","4","108.0","nan","5"
"159","Trilocale via Felice Bisazza 21, Centro Storico, Messina","750.0","3","90.0","nan","5"
"160","Trilocale via Lungomare in San Saba 63, Ortoliuzzo - San Saba, Messina","550.0","3","90.0","nan","5"
"161","Trilocale via Consolare Pompea, Litoranea - Panoramica, Messina","800.0","3","100.0","nan","5"
