"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"582","Bilocale via Provinciale Santa Maria a Cubito 537, Piscinola, Napoli","550.0","2","50.0","nan","4"
"583","Appartamento via Serafino Biscardi 31, Centro Direzionale, Napoli","750.0","nan","75.0","nan","4"
"584","Attico viale Antonio Gramsci, Mergellina - Piedigrotta, Napoli","2500.0","2","60.0","nan","4"
"585","Trilocale via Camillo Guerra 24, Chiaiano, Napoli","850.0","3","90.0","nan","4"
"586","Trilocale corso Vittorio Emanuele, Piazza Amedeo - Parco Margherita, Napoli","1000.0","3","45.0","nan","4"
"587","Bilocale via Vincenzo Mosca 4, Arenella, Napoli","850.0","2","70.0","nan","4"
"588","Bilocale via Egiziaca a Pizzofalcone 97, Monte di Dio, Napoli","1100.0","2","65.0","nan","4"
"589","Appartamento in villa Cupa Camaldoli 12, Camaldoli, Napoli","450.0","2","50.0","nan","4"
"590","Trilocale via Comunale Toscanella 3, Chiaiano, Napoli","750.0","3","110.0","2","4"
"591","Trilocale viale Privato Albino Albini 19, Vomero, Napoli","1000.0","3","60.0","nan","4"
"592","Trilocale via Alessandro Manzoni 176, Posillipo, Napoli","1400.0","3","82.0","2","4"
"593","Bilocale via Pisanelli 23, Centro Storico, Napoli","450.0","2","40.0","nan","4"
"594","Bilocale Supportico Santi Apostoli, Tribunali, Napoli","650.0","2","60.0","nan","4"
"595","Quadrilocale via Sant'Antonio a Capodimonte 46, San Carlo All'Arena, Napoli","1050.0","4","115.0","2","4"
"596","Bilocale via Torquato Tasso 175BIS, Vomero, Napoli","800.0","2","70.0","nan","4"
"597","Appartamento viale dei Pini, Colli Aminei - Capodimonte, Napoli","1200.0","5","115.0","2","4"
"598","Bilocale via Privata delle Terme 10, Bagnoli, Napoli","500.0","2","40.0","nan","4"
"599","Appartamento corso Vittorio Emanuele 160, Piazza Amedeo - Parco Margherita, Napoli","6000.0","5+","310.0","3","4"
"600","Quadrilocale via Torquato Tasso 69, Piazza Amedeo - Parco Margherita, Napoli","2200.0","4","120.0","2","4"
"601","Appartamento via Soffritto 52, Pianura, Napoli","800.0","nan","120.0","nan","R"
"602","Bilocale via Atri, Centro Storico, Napoli","420.0","2","40.0","nan","R"
"603","Trilocale via del Parco Regina Margherita 1, Piazza Amedeo - Parco Margherita, Napoli","1650.0","3","125.0","2","R"
"604","Monolocale via Stazio 60, Posillipo, Napoli","500.0","nan","45.0","nan","R"
"605","Bilocale corso Vittorio Emanuele 578, Quartieri Spagnoli, Napoli","800.0","2","70.0","nan","R"
