"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"1819","Trilocale via Frattina,1, Spagna, Roma","3500.0","3","140.0","2","1"
"1820","Bilocale via Flavia,93, Sallustiano, Roma","3100.0","2","50.0","nan","1"
"1821","Bilocale via Cremona,15b, Bologna, Roma","2500.0","2","50.0","nan","1"
"1822","Bilocale vicolo Scanderbeg,85, Trevi, Roma","2650.0","2","50.0","nan","1"
"1823","Bilocale via Amedeo Avogadro,104, Marconi, Roma","1185.0","2","50.0","nan","1"
"1824","Bilocale Circonvallazione Clodia,171, Mazzini - Delle Vittorie, Roma","2600.0","2","50.0","nan","1"
"1825","Bilocale via Marcantonio Bragadin ,96, Cipro, Roma","2800.0","2","45.0","nan","1"
"1826","Trilocale via Gregorio VII,90, Gregorio VII - Piccolomini, Roma","2500.0","3","85.0","2","2"
"1827","Trilocale via Flavia,93, Sallustiano, Roma","3500.0","3","50.0","2","2"
"1828","Trilocale via Montebello,37, Repubblica, Roma","3050.0","3","50.0","nan","2"
"1829","Bilocale via Luce D'eramo,103, Tufello, Roma","1100.0","2","44.0","nan","2"
"1830","Trilocale via Flavia,93, Sallustiano, Roma","3300.0","3","50.0","2","2"
"1831","Bilocale via di Monte Fiore,5, Trastevere, Roma","1900.0","2","45.0","nan","2"
"1832","Trilocale via Giovanni de Calvi,83, Colli Portuensi - Casaletto, Roma","1100.0","3","65.0","nan","2"
"1833","Appartamento via Cerreto di Spoleto,9, Furio Camillo, Roma","3700.0","5","50.0","2","2"
"1834","Bilocale Borgo Vittorio,41, Borgo, Roma","2850.0","2","50.0","nan","2"
"1835","Bilocale via Marcantonio Bragadin,50, Cipro, Roma","2800.0","2","50.0","nan","2"
"1836","Trilocale via Ettore Ciccotti,11, Colli Albani, Roma","3600.0","3","65.0","nan","2"
"1837","Trilocale via Flavia,93, Sallustiano, Roma","3300.0","3","50.0","2","2"
"1838","Trilocale via Francesco Caracciolo, 10, Cipro, Roma","3050.0","3","50.0","3","2"
"1839","Trilocale via degli Ausoni,9, San Lorenzo, Roma","1500.0","3","77.0","nan","2"
