"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"175","Appartamento via Torrente 14, Cibali, Catania","400.0","nan","50.0","nan","0"
"176","Monolocale via Giovannino 32, Nuovalucello - Leonardo Da Vinci, Catania","600.0","nan","50.0","nan","3"
"177","Attico via Regina Bianca 18, Guardia - Li Cuti, Catania","550.0","2","50.0","nan","3"
"178","Bilocale via Duca degli Abruzzi 188, Picanello, Catania","500.0","2","460.0","nan","3"
"179","Quadrilocale via Maccarello 70, Villaggio Paradiso, Catania","1600.0","4","40.0","nan","3"
"180","Bilocale via Gargano 26, Libertà - Stazione, Catania","600.0","2","59.0","2","3"
"181","Appartamento Raccordo Autostradale Catania Messina, Nuovalucello - Leonardo Da Vinci, Catania","10.0","nan","1.0","nan","3"
"182","Monolocale viale Ruggero Albanese 1, Cannizzaro, Catania","480.0","nan","58.0","nan","3"
"183","Monolocale via Giuseppe Verdi, Corso Sicilia - Fiera, Catania","450.0","nan","35.0","nan","3"
"184","Bilocale via Conte di Torino 17, Libertà - Stazione, Catania","580.0","2","65.0","nan","3"
"185","Bilocale via Androne 37, Villa Bellini - Santa Maria di Gesù, Catania","650.0","2","80.0","nan","3"
"186","Bilocale via Filippo Corridoni, Corso Sicilia - Fiera, Catania","650.0","2","55.0","nan","3"
"187","Trilocale via Generale di San Marzano 8, Nuovalucello - Leonardo Da Vinci, Catania","650.0","3","110.0","nan","3"
