"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"260","Bilocale via Cairoli,9, Marconi, Bologna","1695.0","2","65.0","nan","2"
"261","Monolocale via Giuseppe Massarenti,254, Massarenti, Bologna","1700.0","nan","50.0","nan","2"
"262","Monolocale via Pompeo Scipione Dolfi,4, San Felice, Bologna","1470.0","nan","40.0","nan","2"
"263","Bilocale via Guglielmo Marconi,65, Marconi, Bologna","1540.0","2","50.0","nan","2"
"264","Trilocale via Battindarno,13, Saffi, Bologna","2345.0","3","90.0","2","2"
"265","Bilocale via Sant'Apollonia,7, San Vitale, Bologna","1630.0","2","45.0","nan","2"
"266","Bilocale via Guglielmo Marconi,65, Marconi, Bologna","1815.0","2","65.0","nan","2"
"267","Monolocale via Barberia,22, Saragozza dentro le Mura, Bologna","700.0","nan","16.0","nan","2"
"268","Quadrilocale via San Felice,92, San Felice, Bologna","2450.0","4","115.0","2","2"
"269","Trilocale via Santo Stefano,35, Santo Stefano, Bologna","3125.0","3","90.0","2","2"
"270","Monolocale via Asiago,21, Saffi, Bologna","1100.0","nan","50.0","nan","2"
"271","Bilocale via Monte Grappa,3, Centro Storico, Bologna","1905.0","2","50.0","nan","2"
"272","Monolocale via Marco Emilio Lepido,128, Borgo Panigale, Bologna","1300.0","nan","50.0","nan","2"
"273","Monolocale via Alessandro Stoppato,13, Corticella, Bologna","1500.0","nan","30.0","nan","2"
"274","Monolocale via Zamboni,59, San Vitale, Bologna","1100.0","nan","20.0","nan","2"
"275","Bilocale via delle Lame,85, San Felice, Bologna","1730.0","2","50.0","nan","2"
"276","Bilocale via Lemonia,51, Santa Viola, Bologna","1100.0","2","50.0","nan","0"
"277","Monolocale Corte de Galluzzi,9, Centro Storico, Bologna","1320.0","nan","30.0","nan","0"
"278","Bilocale via Guglielmo Marconi,7, Centro Storico, Bologna","1650.0","2","65.0","nan","0"
"279","Monolocale via Marco Emilio Lepido,128, Borgo Panigale, Bologna","1100.0","nan","50.0","nan","0"
"280","Bilocale via Rizzoli,18, Centro Storico, Bologna","1600.0","2","40.0","nan","0"
"281","Bilocale via Piave,7, Saffi, Bologna","1600.0","2","48.0","nan","0"
"282","Monolocale via Zamboni,59, San Vitale, Bologna","1100.0","nan","20.0","nan","0"
"283","Monolocale via Giuseppe Massarenti,254, Massarenti, Bologna","1600.0","nan","50.0","nan","0"
"284","Bilocale via Emilia Levante,43, Mazzini - Fossolo, Bologna","1525.0","2","45.0","nan","0"
"285","Monolocale via Antonio Fontanesi,1, Mazzini - Fossolo, Bologna","1100.0","nan","50.0","nan","0"
"286","Quadrilocale via delle Moline,20, Centro Storico, Bologna","3230.0","4","140.0","2","0"
"287","Bilocale via Giovanni Lorenzo Bernini,4, Massarenti, Bologna","1500.0","2","45.0","nan","0"
"288","Trilocale via Mascarella,17, Irnerio, Bologna","1940.0","3","72.0","2","0"
"289","Bilocale via Giuseppe Maria Mitelli,2/2, Bolognina, Bologna","1530.0","2","45.0","nan","0"
"290","Bilocale via Gastone Rossi,13, Massarenti, Bologna","2000.0","2","70.0","2","0"
"291","Quadrilocale via della Filanda,5, Barca, Bologna","2310.0","4","90.0","2","0"
"292","Trilocale via San Giorgio,4, Centro Storico, Bologna","3055.0","3","95.0","nan","0"
"293","Villa unifamiliare via dell'Osservanza 78, Colli San Mamolo, Bologna","5000.0","5+","484.0","3","0"
"294","Quadrilocale via Santalo, Centro Storico, Bologna","3500.0","4","150.0","2","0"
"295","Appartamento via Luigi Carlo Farini, Centro Storico, Bologna","4200.0","5+","400.0","3+","0"
"296","Quadrilocale ottimo stato, piano rialzato, Mazzini - Fossolo, Bologna","1350.0","4","80.0","nan","0"
"297","Bilocale via del Borgo di San Pietro, Irnerio, Bologna","900.0","2","45.0","nan","0"
"298","Bilocale nuovo, primo piano, Colli Castiglione, Bologna","1150.0","2","61.0","nan","0"
"299","Monolocale via del Milliario, Santa Viola, Bologna","1000.0","nan","45.0","nan","0"
"300","Quadrilocale buono stato, primo piano, San Ruffillo, Bologna","1350.0","4","100.0","nan","0"
"301","Trilocale via Libero Bergonzoni 7, Saffi, Bologna","900.0","3","77.0","nan","3"
"302","Trilocale via Alfredo Testoni,9, Centro Storico, Bologna","2180.0","3","100.0","nan","3"
"303","Monolocale via Giovanni Amendola, Marconi, Bologna","750.0","nan","40.0","nan","3"
"304","Quadrilocale via della Pietra 20, Borgo Panigale, Bologna","1500.0","4","95.0","nan","3"
"305","Trilocale ottimo stato, secondo piano, Noce - Pescarola, Bologna","1000.0","3","79.0","nan","3"
"306","Appartamento via Pietralata 8, San Felice, Bologna","850.0","nan","43.0","nan","3"
"307","Trilocale ottimo stato, primo piano, Centro Storico, Bologna","2000.0","3","160.0","2","3"
"308","Monolocale via Carlo Marx, Mazzini - Fossolo, Bologna","650.0","nan","32.0","nan","3"
"309","Quadrilocale via Emilia Ponente, Saffi, Bologna","1200.0","4","120.0","2","3"
"310","Quadrilocale buono stato, terzo piano, Centro Storico, Bologna","1900.0","4","165.0","2","3"
"311","Appartamento via Bellinzona, Colli Saragozza, Bologna","2500.0","5","170.0","3","3"
"312","Quadrilocale via Guglielmo Marconi, Marconi, Bologna","2700.0","4","160.0","2","3"
"313","Trilocale via Andrea Costa,192, Saragozza fuori Porta, Bologna","1800.0","3","60.0","2","3"
"314","Trilocale via d'Azeglio,60, Saragozza dentro le Mura, Bologna","2230.0","3","80.0","nan","3"
"315","Monolocale via Nicolò Pisano,16, Massarenti, Bologna","1300.0","nan","50.0","nan","3"
"316","Monolocale via dell'Aeroporto,28, Aeroporto, Bologna","1250.0","nan","36.0","nan","3"
"317","Monolocale via Zamboni,59, San Vitale, Bologna","1500.0","nan","50.0","nan","3"
"318","Trilocale via Donato Creti,24, Bolognina, Bologna","2500.0","3","85.0","nan","3"
"319","Appartamento via Rolandino,1, Castiglione - Tribunale, Bologna","5700.0","5+","50.0","2","3"
"320","Monolocale via Giovanni Pierluigi da Palestrina 1/5, Savena, Bologna","650.0","nan","33.0","nan","3"
"321","Bilocale ottimo stato, piano terra, Murri, Bologna","1100.0","2","42.0","nan","3"
"322","Trilocale via Alfredo Calzolari 29, Bolognina, Bologna","900.0","3","75.0","nan","3"
"323","Trilocale ottimo stato, secondo piano, San Felice, Bologna","1100.0","3","60.0","nan","3"
"324","Bilocale ottimo stato, quarto piano, Bolognina, Bologna","750.0","2","48.0","nan","3"
"325","Monolocale via Faustino Malaguti 2, Massarenti, Bologna","800.0","nan","38.0","nan","3"
"326","Appartamento ottimo stato, secondo piano, Centro Storico, Bologna","3300.0","5+","239.0","3","2"
"327","Trilocale via del Borgo di San Pietro, Irnerio, Bologna","1500.0","3","90.0","nan","2"
"328","Open space via Bartolomeo Passarotti 34, Bolognina, Bologna","1100.0","2","38.0","nan","2"
"329","Quadrilocale via Ludwig van Beethoven 5, San Ruffillo, Bologna","1200.0","4","80.0","nan","2"
"330","Trilocale via Gualandi, Colli San Mamolo, Bologna","2000.0","3","83.0","2","2"
"331","Monolocale via Pietralata,57, San Felice, Bologna","1100.0","nan","25.0","nan","2"
"332","Trilocale via Cesare Boldrini,14, Marconi, Bologna","1650.0","3","80.0","nan","2"
"333","Trilocale via Drapperie, Centro Storico, Bologna","1600.0","3","70.0","nan","2"
"334","Bilocale via del Pratello 39, San Felice, Bologna","800.0","2","45.0","nan","2"
"335","Bilocale ottimo stato, piano rialzato, Irnerio, Bologna","1100.0","2","40.0","nan","2"
"336","Monolocale via delle Lame, San Felice, Bologna","1200.0","nan","30.0","nan","2"
"337","Trilocale via della Crocetta, Costa, Bologna","1500.0","3","65.0","nan","2"
"338","Bilocale via IV Novembre, Centro Storico, Bologna","1500.0","2","65.0","nan","2"
"339","Bilocale via Rialto, Santo Stefano, Bologna","1200.0","2","40.0","nan","2"
"340","Attico via Galliera 18, Centro Storico, Bologna","3000.0","5+","300.0","3","2"
"341","Bilocale via dell'Aeroporto, Aeroporto, Bologna","1000.0","2","50.0","nan","2"
