"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"184","Bilocale viale dei Mille, Ospedale - Volturno, Parma","500.0","2","60.0","nan","2"
"185","Monolocale viale Dei Mille, Ospedale - Volturno, Parma","700.0","nan","30.0","nan","2"
"186","Bilocale via Emilia Ovest, Pablo - Prati Bocchi, Parma","450.0","2","50.0","nan","2"
"187","Bilocale via Alexander Fleming, Ospedale - Volturno, Parma","1200.0","2","45.0","nan","2"
"188","Bilocale via Antonio Gramsci, Pablo - Prati Bocchi, Parma","1000.0","2","40.0","nan","2"
"189","Bilocale Strada Navetta, Montanara - Cinghio, Parma","650.0","2","65.0","nan","2"
"190","Villa unifamiliare Strada Langhirano, Montanara - Cinghio, Parma","2100.0","5+","460.0","3","2"
"191","Appartamento via Borghesi, Centro Storico, Parma","1850.0","5","160.0","nan","2"
"192","Bilocale oltretorrente, Parco Ducale - Oltretorrente, Parma","650.0","2","60.0","nan","2"
"193","Bilocale piazzale Daniele Bertozzi, Parco Ducale - Oltretorrente, Parma","1000.0","2","80.0","nan","2"
"194","Monolocale Strada Antonio Zarotto, San Lazzaro, Parma","900.0","nan","35.0","nan","2"
"195","Trilocale 100 m², San Pancrazio, Parma","1150.0","3","100.0","2","2"
"196","Trilocale piazzale San Francesco, Centro Storico, Parma","1200.0","3","75.0","nan","2"
"197","Monolocale piazza garibaldi, Centro Storico, Parma","550.0","nan","40.0","nan","2"
"198","Quadrilocale ottimo stato, secondo piano, Centro Storico, Parma","1100.0","4","137.0","nan","2"
"199","Trilocale Borgo Giacomo Tommasini, Centro Storico, Parma","1000.0","3","100.0","2","2"
"200","Trilocale Borgo Felino, Centro Storico, Parma","1500.0","3","140.0","nan","2"
"201","Trilocale buono stato, primo piano, Montanara - Cinghio, Parma","650.0","3","93.0","nan","1"
"202","Quadrilocale ottimo stato, secondo piano, Centro Storico, Parma","nan","4","300.0","3","1"
"203","Bilocale Strada Felice Cavallotti, Centro Storico, Parma","550.0","2","45.0","nan","1"
"204","Bilocale buono stato, piano terra, Parco Ducale - Oltretorrente, Parma","500.0","2","50.0","nan","1"
"205","Mansarda via Luigi Musini 13, Ospedale - Volturno, Parma","500.0","nan","35.0","nan","1"
"206","Bilocale via Cesare Sanguinetti, Ospedale - Volturno, Parma","500.0","2","47.0","nan","1"
"207","Monolocale ottimo stato, primo piano, San Leonardo, Parma","500.0","nan","20.0","nan","1"
"208","Quadrilocale buono stato, primo piano, Centro Storico, Parma","nan","4","260.0","3","1"
"209","Bilocale strada del consorzio 8, Centro Storico, Parma","1400.0","2","60.0","nan","1"
"210","Quadrilocale via Enrico Sartori, Pablo - Prati Bocchi, Parma","800.0","4","100.0","nan","1"
"211","Quadrilocale via Gerolamo Cardano, Ospedale - Volturno, Parma","900.0","4","85.0","nan","1"
"212","Bilocale via Emilia Ovest, Pablo - Prati Bocchi, Parma","350.0","2","10.0","nan","1"
"213","Trilocale via Martiri di Cassio, Stadio - Cittadella, Parma","1200.0","3","90.0","nan","1"
"214","Trilocale Strada Due Castagne, Campus - Gaione, Parma","850.0","3","60.0","nan","1"
